Date,017670,267250,298020,001120,016360,005940,071050,024110,086790,029780,175330,316140,036460,004800,139130,138930,005830,001450,030200,005490,033780,011780,000810,003410,055550,078930,004990,032830,010950,030000,069260,001800,032640,007070,010130,000240,011170,105560,057050,000270,047050,028260,003550,006800,001680,012750,006360,039490,103140,023530,034730,000210,051600,004000,241560,081660,001040,010780,006260,018880,000080,034220,294870,300720,004020,005380,001740,000880,111770,105630,086280,137310,375500,026960,005300,011200,002380,381970,282330,285130,178920,051910,017800,010060,006650,005930,028670,120110,008730,010120,161390,007310,079550,000150,021240,020000,298050,009240,284740,005850,012330,018260,000670,005250,069960,012450,000720,139480,280360,097950,204320,004370,192080,004170,000660,014820,013890,051900,009150,096770,003230,161890,031430,002790,272210,016380,112610,006280,036570,185750,011210,011070,004490,271560,014680,003850,000100,011790,192820,047810,066570,000990,090430,383220,138040,251270,069620,068270,008930,003090,052690,008770,020150,003670,128940,003240,006400,035420,093370,035720,373220,073240,259960,000120,402340,001570,361610,009420,271940,180640,010620,047040,032350,352820,019170,009830,015760,010140,035250,326030,042660,207940,005420,377300,003490,323410,034020,009900,001440,028050,302440,329180,042670,064350,020560,336260,039130,088350,114090,009540
2021-01-04,40891,55300,213000,26750,40800,11200,82300,8620,33450,31250,5480,9510,30800,75400,6660,5560,42750,22400,23800,273000,82100,151000,183000,6580,31550,37800,35100,78000,70300,20250,26600,12900,11850,34400,401000,14400,266226,42450,79500,64000,14550,144000,91538,9500,25800,85100,38050,134500,28200,101500,249500,75000,29200,55100,29400,42850,92100,54600,72500,16500,32000,19050,26300,10600,41200,207500,5040,29350,31100,16750,190000,,,33800,107000,16550,199000,,132000,264211,37050,889000,40900,78274,234000,83000,5370,41350,20750,65000,37400,567000,30700,52000,73200,30550,151000,105500,39000,16800,287000,186000,540000,53600,72000,29800,37216,151500,105500,384500,62700,296500,60200,238500,126000,37450,83642,1612000,180000,227292,100000,51000,32200,54000,15602,12150,88302,475000,978000,211900,69500,192500,75000,123000,197000,15203,72507,101500,96651,26900,142000,51100,203000,,9680,131000,172000,328540,73196,53200,18100,82600,52500,118000,343920,802000,671000,293000,12350,79483,,3710,,168500,,6730,,37550,,62300,48250,5150,15150,156420,122000,59498,26900,6891,23350,154500,27850,819298,10884,,21440,,13416,48400,13180,13500,,,6694,19650,20093,56300,56168,2340,16450,110000
2021-01-05,42444,56500,211500,26550,41350,11600,83000,8710,34050,31950,5590,9610,31050,76400,6780,5580,42950,22500,23950,285000,83100,162500,186500,6680,32100,37950,35500,77300,70800,20250,25950,13300,12000,35200,452000,14300,269083,43550,80000,63700,15100,144500,92860,9900,27050,88500,40000,134500,29450,103500,251500,75000,29050,57200,29800,44700,94000,56200,76000,16550,33200,18800,28050,10550,43550,209500,5230,29500,32400,16550,191000,,,33700,106000,16500,204500,,134500,261209,37000,893000,41800,79307,235000,83900,5430,41550,22400,66000,38250,573000,31100,52400,72900,30750,152500,106500,38600,16400,291000,212500,566000,49550,74000,30700,39016,158000,104500,414500,66700,301500,61300,239500,130500,36750,82644,1610000,180000,240084,101500,51500,32900,55500,15915,12950,90303,440500,985000,211444,71700,188500,71700,124000,198000,16435,72324,102500,98024,27800,140000,49900,203000,,9720,132500,190500,335158,74159,66900,18200,82200,53000,124000,348737,798000,686000,292500,12150,78881,,3695,,177000,,6680,,38250,,64400,53800,5790,15150,156915,118500,65182,26900,7032,23450,160500,28750,822263,10584,,21982,,14188,48300,12990,13850,,,6872,21650,20093,57000,56461,2490,16450,117500
2021-01-06,43220,57100,210000,26450,42200,12050,87000,8700,34750,31800,5520,9580,31950,76300,6800,5570,42600,22400,24000,280000,83000,161500,185000,6750,32400,38300,35650,77400,73700,20400,25250,13100,12300,35200,439500,14350,269559,44000,78700,62200,15050,139500,91916,9870,26450,87100,39650,142000,29050,103000,273000,75000,28950,56600,30500,44350,94100,55500,73500,16000,34300,19550,27650,10450,42400,203000,5050,29100,31600,16200,185500,,,33200,108000,15850,202500,,134000,256872,36550,890000,41950,76843,277000,82200,5120,42150,22700,64600,37350,573000,30400,51700,72400,30450,153500,109500,38400,16250,283500,203000,565000,49600,73000,30350,38773,155000,105500,403500,65800,298500,61300,237000,131000,36450,82061,1590000,176000,252875,100500,51300,32200,55200,15289,13000,89303,427000,953000,214633,68800,182500,78000,124500,189000,16353,70127,102000,96553,28750,137500,53600,200000,,9780,129500,184000,334213,81381,66100,18000,81500,52400,128500,364151,787000,680000,290000,11750,79383,,3710,,172000,,6450,,39300,,63500,52300,5970,15200,156915,121500,64335,27150,6966,23450,159500,28700,807438,10196,,21905,,13658,46300,13420,13950,,,6922,21900,20093,54500,56364,2655,16250,118000
2021-01-07,46585,57700,224000,27200,43600,12150,88600,8870,36800,32300,5680,9840,31900,77100,7200,5780,43650,23050,24650,291000,82800,172000,189000,6760,33750,39500,36200,80600,75000,20600,26100,13200,12450,35550,442500,14500,289562,46000,79400,63000,16300,145000,101551,10000,27000,87500,40800,147500,30900,106500,296000,75000,29050,58000,32650,45100,94900,55500,78400,16350,35400,19900,28250,10800,44450,206000,5110,31000,32400,16200,199500,,,33350,108500,16150,205500,,136500,257206,36650,962000,44100,78910,290500,82900,5080,42200,24950,73600,37400,573000,30100,53400,73400,31300,160000,108000,38450,16300,304500,205000,573000,49750,74700,30800,39454,168500,106500,405000,67700,300000,63600,240000,134500,36450,82477,1609000,182000,258779,102000,51600,32400,55300,15334,13000,88552,424000,947000,209621,70800,188000,90500,123500,189000,16846,68571,102000,95867,28300,150000,54000,200000,,9930,129500,180500,337995,87161,64100,18050,82800,52600,129000,379565,808000,698000,289500,12200,80788,,3880,,174500,,6560,,38900,,63600,53400,5940,15050,155430,131500,66996,27050,6947,23400,158500,29550,809415,10756,,21866,,13658,44000,13280,14250,,,7126,21700,20093,55700,56071,3360,16200,118500
2021-01-08,45722,57100,226500,27250,44000,12150,89800,8830,37700,32600,5710,9910,31900,79500,7230,5780,43800,23050,24400,294500,83400,167500,190500,6670,33650,41600,37150,80700,75200,20950,26000,13400,12450,36250,439500,15000,286705,46500,80400,68300,15850,151000,99662,10150,27850,88600,41750,152000,31250,113500,292500,75000,28950,58700,32500,44450,102500,55600,78500,18450,34800,20000,28100,10750,46750,246000,5100,31300,33000,15850,201000,,,33500,109000,15750,210500,,141000,254870,36500,999000,44250,79148,285000,88800,4995,43900,24900,71400,38650,581000,31200,53800,74100,31050,162000,107500,38600,18800,359500,219500,573000,47700,79000,32750,39892,179000,108000,432500,77400,305000,64400,247500,138000,37650,84474,1638000,193000,278458,102000,50600,33200,57400,15871,12650,87301,411500,995000,199595,85900,193500,89800,127500,193000,16312,70219,106500,94299,28150,147500,54900,203500,,9930,134000,175500,346976,81671,58900,18300,82900,56400,130500,367041,845000,739000,312000,12000,87111,,3880,,173000,,6700,,37600,,65400,52800,5900,15100,158895,131500,68568,27000,6843,24000,159500,29550,827204,11101,,21633,,13706,45750,13320,14100,,,7016,22350,20093,57100,55778,3390,16250,118500
2021-01-11,44428,55300,215000,26400,45000,12400,88800,8670,37700,32250,5640,9720,30950,77600,7020,5720,42750,22500,23800,284000,81900,159500,184000,6570,32900,39900,35400,82000,73000,20450,24850,13250,12650,36250,421500,14750,273846,45900,78700,70100,15150,150500,97300,10500,26900,88000,42950,162000,30200,109500,290000,75000,28250,57400,32600,45850,98500,54300,74700,17600,34050,19600,27000,10900,45550,267500,5000,30300,32100,15150,193500,,,33600,112500,15200,205000,,135500,242194,37400,998000,42150,85028,277000,91000,4920,42300,23500,69000,38600,572000,32000,50700,72500,30000,156000,102500,37650,19000,352500,209000,542000,45300,77700,31800,42908,173500,107000,424000,79800,298000,62400,243000,133000,40250,82810,1602000,193000,289281,99500,50300,32400,56100,15871,11800,85801,393500,978000,190937,84300,188500,86600,122500,185500,21201,67106,103000,91750,27200,142000,56200,196000,,9940,127000,168000,353594,78878,55400,17750,81800,58600,127500,355963,837000,730000,309000,11600,90924,,3720,,170000,,6220,,35750,,67700,52000,5860,14900,152955,120000,68689,26350,6627,23700,156000,28550,836099,11272,,22564,,12982,43650,13090,14000,,,6881,21000,20093,57400,55680,3220,15850,115000
2021-01-12,43738,54200,214500,25900,43950,11950,85500,8680,39150,32200,5690,9720,32700,75900,7150,5940,42700,22350,23950,277000,81900,160500,184500,6600,33100,40050,36700,82600,75100,20600,24800,13050,12550,36150,418500,14500,298135,46200,80700,70200,15100,145500,96356,10100,27250,87400,42750,155500,29750,119500,281500,75000,28250,56400,33100,47500,98300,53700,72000,17600,35200,20000,28100,10800,44400,261000,4965,29450,33350,15300,187000,,,33400,117500,14850,202000,,140500,240192,38600,962000,43400,81850,282000,90600,4860,42350,23050,68300,38750,572000,32250,50200,72100,30750,155000,102500,37350,19000,332000,206000,534000,44250,80400,33550,44368,183000,108500,417000,77400,293500,61500,255000,129000,38950,84890,1560000,193000,279934,99100,51000,33600,58200,15960,11550,83799,397500,947000,185014,81800,187000,81500,120500,189000,19434,66465,100500,91652,27100,138500,61900,203000,,9790,125000,174000,363048,75411,62900,17400,85000,58800,127500,346810,827000,745000,304000,11950,91827,,3740,,172000,,6080,,36550,,68100,52000,5770,15050,151965,118500,64940,26200,6608,24900,154500,28400,808427,11101,,22835,,12789,44850,12850,14050,,,6855,21100,20093,54700,57829,3085,16200,116000
2021-01-13,43997,54500,215000,26350,43650,12100,86400,8880,40200,32550,5740,10050,32550,76000,7350,6030,43250,22600,24100,283500,82000,162500,188000,6660,34200,40050,36500,83600,78300,21350,24600,13200,12400,37000,423000,14650,294325,47300,81000,72200,15150,146000,97773,10050,28450,88200,42800,153000,30050,120500,296500,75000,28400,56600,33200,47700,103500,53900,72500,17700,35500,20450,28050,10850,44400,259000,4995,30350,33850,15900,190000,,,33100,121000,15050,199500,,147500,240859,40250,1000000,43300,85823,277500,89700,4920,43600,25500,68700,40000,581000,32450,50200,73200,32500,167000,104000,37600,19000,339500,206000,542000,43350,80500,33050,43249,179500,108500,432000,76900,297000,62000,254000,133000,38500,87804,1598000,203500,276490,100000,51900,35200,60600,16988,11750,84550,386500,940000,184557,82600,189000,79600,122000,187000,18859,68388,99300,94201,27500,140000,59500,211500,,9840,127000,167500,360685,78011,58300,17250,84600,59000,125500,353553,841000,754000,314000,12050,91225,,3770,,170500,,6010,,35400,,67600,51800,5710,14950,166815,117000,66512,25750,6636,24900,153000,28450,820286,10884,,23611,,12837,45100,12940,14100,,,7185,20650,20093,54700,58415,3235,16300,116000
2021-01-14,44083,55800,228000,26950,43050,12050,87800,8840,39250,32900,5880,10100,34600,77200,7390,5990,43350,22450,24150,282000,82100,172000,189000,6640,34050,40550,37550,84900,77700,21050,24600,13150,12250,36600,420500,14800,300992,46550,81100,73800,15200,152500,102496,10300,28650,87700,42900,153000,30200,123000,306000,75000,28350,56400,33350,47050,115000,53700,72800,17850,36600,21500,28350,10750,43900,250500,5070,30700,33850,15900,185500,,,33000,128000,15200,205000,,151500,237523,40700,1010000,44000,85823,284000,89700,4970,43300,25850,68200,40550,579000,33000,56500,75300,32600,168500,104000,38350,18900,327000,209500,543000,43800,80000,32500,43541,178000,110500,448000,73600,300000,64100,254000,130500,37200,88220,1596000,207500,257795,102000,51700,35300,61800,16362,11850,82799,407500,939000,208254,79200,189000,81900,123500,193000,18079,71225,105000,98024,27300,147000,59400,213500,,9900,126500,170000,333267,77915,58800,17400,84900,60800,131500,361261,849000,749000,318000,12100,90623,,3875,,171000,,6150,,34600,,67500,52200,6050,15550,164340,118000,67117,25950,6731,25650,155000,28500,806450,11057,,25394,,13416,47300,12800,14000,,,7312,21000,20093,54000,62518,3170,16650,118500
